testfile,Naive_CPDP_NB,Zscore_CPDP_NB,Zscore_SMOTE_CPDP_NB,Zscore_SMOTE_iFF_CPDP_NB,Zscore_WiFF_CPDP_NB,Zscore_WiFFplusL_CPDP_NB
camel-1.6.csv,0.070785071,0.070785071,0.093951094,0.271557272,0.267696268,0.362934363
camel-1.6.csv,0.070785071,0.070785071,0.102960103,0.369369369,0.398970399,0.378378378
camel-1.6.csv,0.069498069,0.069498069,0.092664093,0.277992278,0.297297297,0.356499356
camel-1.6.csv,0.061776062,0.061776062,0.09009009,0.293436293,0.277992278,0.319176319
camel-1.6.csv,0.070785071,0.070785071,0.111969112,0.298584299,0.277992278,0.391248391
camel-1.6.csv,0.072072072,0.072072072,0.108108108,0.287001287,0.283140283,0.391248391
camel-1.6.csv,0.066924067,0.066924067,0.092664093,0.307593308,0.281853282,0.369369369
camel-1.6.csv,0.070785071,0.070785071,0.093951094,0.32046332,0.330759331,0.38996139
camel-1.6.csv,0.070785071,0.070785071,0.093951094,0.296010296,0.324324324,0.370656371
camel-1.6.csv,0.070785071,0.070785071,0.093951094,0.364221364,0.319176319,0.373230373
camel-1.6.csv,0.070785071,0.070785071,0.117117117,0.341055341,0.397683398,0.4002574
camel-1.6.csv,0.064350064,0.064350064,0.092664093,0.315315315,0.250965251,0.343629344
camel-1.6.csv,0.070785071,0.070785071,0.095238095,0.323037323,0.303732304,0.370656371
camel-1.6.csv,0.064350064,0.064350064,0.092664093,0.28957529,0.344916345,0.342342342
camel-1.6.csv,0.074646075,0.074646075,0.118404118,0.2998713,0.314028314,0.347490347
camel-1.6.csv,0.072072072,0.072072072,0.105534106,0.335907336,0.274131274,0.405405405
camel-1.6.csv,0.070785071,0.070785071,0.095238095,0.263835264,0.243243243,0.36036036
camel-1.6.csv,0.063063063,0.063063063,0.091377091,0.25997426,0.2998713,0.35006435
ivy-2.0.csv,0.086538462,0.086538462,0.121794872,0.336538462,0.28525641,0.435897436
ivy-2.0.csv,0.080128205,0.080128205,0.115384615,0.342948718,0.323717949,0.403846154
ivy-2.0.csv,0.092948718,0.092948718,0.134615385,0.298076923,0.330128205,0.413461538
ivy-2.0.csv,0.083333333,0.083333333,0.115384615,0.333333333,0.256410256,0.477564103
ivy-2.0.csv,0.080128205,0.080128205,0.115384615,0.269230769,0.259615385,0.423076923
ivy-2.0.csv,0.092948718,0.092948718,0.115384615,0.323717949,0.355769231,0.467948718
ivy-2.0.csv,0.08974359,0.08974359,0.128205128,0.391025641,0.33974359,0.413461538
ivy-2.0.csv,0.080128205,0.080128205,0.112179487,0.294871795,0.346153846,0.416666667
ivy-2.0.csv,0.08974359,0.08974359,0.112179487,0.266025641,0.266025641,0.413461538
ivy-2.0.csv,0.096153846,0.096153846,0.128205128,0.365384615,0.259615385,0.423076923
ivy-2.0.csv,0.092948718,0.092948718,0.128205128,0.400641026,0.317307692,0.426282051
ivy-2.0.csv,0.092948718,0.092948718,0.112179487,0.272435897,0.298076923,0.442307692
ivy-2.0.csv,0.083333333,0.083333333,0.121794872,0.391025641,0.304487179,0.474358974
ivy-2.0.csv,0.086538462,0.086538462,0.112179487,0.269230769,0.323717949,0.391025641
ivy-2.0.csv,0.083333333,0.083333333,0.112179487,0.423076923,0.342948718,0.416666667
ivy-2.0.csv,0.08974359,0.08974359,0.121794872,0.407051282,0.307692308,0.435897436
ivy-2.0.csv,0.08974359,0.08974359,0.125,0.387820513,0.342948718,0.423076923
ivy-2.0.csv,0.08974359,0.08974359,0.118589744,0.298076923,0.282051282,0.400641026
ivy-2.0.csv,0.083333333,0.083333333,0.118589744,0.336538462,0.301282051,0.419871795
ivy-2.0.csv,0.083333333,0.083333333,0.108974359,0.355769231,0.320512821,0.461538462
ivy-2.0.csv,0.08974359,0.08974359,0.115384615,0.333333333,0.358974359,0.403846154
ivy-2.0.csv,0.08974359,0.08974359,0.121794872,0.282051282,0.381410256,0.445512821
ivy-2.0.csv,0.08974359,0.08974359,0.128205128,0.375,0.320512821,0.477564103
ivy-2.0.csv,0.08974359,0.08974359,0.115384615,0.365384615,0.275641026,0.429487179
ivy-2.0.csv,0.086538462,0.086538462,0.118589744,0.352564103,0.307692308,0.419871795
ivy-2.0.csv,0.08974359,0.08974359,0.118589744,0.294871795,0.278846154,0.474358974
ivy-2.0.csv,0.08974359,0.08974359,0.118589744,0.407051282,0.259615385,0.445512821
ivy-2.0.csv,0.096153846,0.096153846,0.118589744,0.291666667,0.282051282,0.426282051
ivy-2.0.csv,0.08974359,0.08974359,0.121794872,0.387820513,0.307692308,0.467948718
ivy-2.0.csv,0.076923077,0.076923077,0.118589744,0.291666667,0.288461538,0.439102564
jedit-4.3.csv,0.191268191,0.191268191,0.224532225,0.542619543,0.482328482,0.594594595
jedit-4.3.csv,0.191268191,0.191268191,0.22037422,0.515592516,0.465696466,0.615384615
jedit-4.3.csv,0.193347193,0.193347193,0.228690229,0.542619543,0.567567568,0.602910603
jedit-4.3.csv,0.195426195,0.195426195,0.222453222,0.503118503,0.498960499,0.611226611
jedit-4.3.csv,0.1995842,0.1995842,0.239085239,0.488565489,0.451143451,0.611226611
jedit-4.3.csv,0.191268191,0.191268191,0.216216216,0.444906445,0.461538462,0.617463617
jedit-4.3.csv,0.189189189,0.189189189,0.228690229,0.505197505,0.434511435,0.623700624
jedit-4.3.csv,0.191268191,0.191268191,0.22037422,0.528066528,0.515592516,0.61954262
jedit-4.3.csv,0.191268191,0.191268191,0.216216216,0.484407484,0.484407484,0.61954262
jedit-4.3.csv,0.191268191,0.191268191,0.224532225,0.492723493,0.513513514,0.617463617
jedit-4.3.csv,0.191268191,0.191268191,0.222453222,0.413721414,0.523908524,0.607068607
jedit-4.3.csv,0.195426195,0.195426195,0.224532225,0.586278586,0.482328482,0.613305613
jedit-4.3.csv,0.191268191,0.191268191,0.222453222,0.444906445,0.515592516,0.596673597
jedit-4.3.csv,0.189189189,0.189189189,0.218295218,0.494802495,0.457380457,0.598752599
jedit-4.3.csv,0.189189189,0.191268191,0.212058212,0.53014553,0.513513514,0.563409563
jedit-4.3.csv,0.189189189,0.189189189,0.222453222,0.465696466,0.496881497,0.598752599
jedit-4.3.csv,0.187110187,0.187110187,0.218295218,0.444906445,0.463617464,0.592515593
jedit-4.3.csv,0.191268191,0.191268191,0.22037422,0.555093555,0.48024948,0.615384615
jedit-4.3.csv,0.191268191,0.191268191,0.222453222,0.571725572,0.459459459,0.588357588
jedit-4.3.csv,0.191268191,0.191268191,0.222453222,0.476091476,0.43035343,0.617463617
jedit-4.3.csv,0.193347193,0.193347193,0.234927235,0.525987526,0.490644491,0.615384615
jedit-4.3.csv,0.191268191,0.191268191,0.218295218,0.505197505,0.463617464,0.59043659
jedit-4.3.csv,0.195426195,0.195426195,0.239085239,0.596673597,0.471933472,0.607068607
jedit-4.3.csv,0.193347193,0.193347193,0.224532225,0.494802495,0.492723493,0.61954262
jedit-4.3.csv,0.197505198,0.197505198,0.237006237,0.521829522,0.444906445,0.61954262
jedit-4.3.csv,0.193347193,0.193347193,0.237006237,0.484407484,0.457380457,0.586278586
jedit-4.3.csv,0.191268191,0.191268191,0.232848233,0.474012474,0.43035343,0.609147609
jedit-4.3.csv,0.191268191,0.191268191,0.224532225,0.457380457,0.482328482,0.586278586
jedit-4.3.csv,0.191268191,0.191268191,0.222453222,0.490644491,0.501039501,0.594594595
jedit-4.3.csv,0.189189189,0.189189189,0.218295218,0.476091476,0.509355509,0.623700624
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.236111111,0.305555556,0.180555556
log4j-1.1.csv,0,0,0.013888889,0.138888889,0.333333333,0.263888889
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.166666667,0.305555556,0.277777778
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.263888889,0.361111111,0.208333333
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.166666667,0.319444444,0.25
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.194444444,0.347222222,0.166666667
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.208333333,0.347222222,0.208333333
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.222222222,0.333333333,0.25
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.25,0.375,0.277777778
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.152777778,0.319444444,0.222222222
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.180555556,0.277777778,0.277777778
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.152777778,0.375,0.236111111
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.111111111,0.291666667,0.277777778
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.25,0.375,0.263888889
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.236111111,0.291666667,0.25
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.236111111,0.319444444,0.277777778
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.138888889,0.319444444,0.180555556
